"id_fs","lib_fs"
"843","France services La Poste d'Ottmarsheim"
"844","France services de Montpellier - Centre social Espace Famille Adages"
"845","France services Face Hérault Alco"
"846","France services La Poste de La Salvetat-sur-Agout"
"847","France services Gignac"
"848","France services Communauté de communes de la Côte d'Emeraude"
"849","France services de Saint-Grégoire"
"850","France services de Saint-Aubin-du-Cormier PSP"
"851","France services de La Guerche-de-Bretagne"
"852","France services Loches"
"853","France services Bourgueil"
"854","France services Tours - Forum Europe"
"855","France services Tours - Centre social Maryse Bastié"
"856","France services de Bléré"
"857","France services Langeais"
"858","France services de Tours - Courteline"
"860","France services Château-La-Vallière"
"861","France services Ligueil"
"862","France services Mens"
"863","France services Pimms Médiation de Villefontaine"
"864","France services La Matheysine"
"865","France services de La-Tour-du-Pin"
"867","France services La Poste d'Orchamps"
"868","France services Poligny"
"869","France services Cilaos"
"870","France services Les Avirons"
"872","France services La Poste de La Pacaudière"
"873","France services Pimms Médiation Métropole Stéphanoise"
"874","France services Pimms Médiation Métropole Stéphanoise - Montreynaud"
"875","France services Pimms Médiation Saint-Chamond"
"876","France services Pilat rhodanien"
"877","France services multisites de Roanne - Site du Parc"
"878","France services multisites de Roanne - Site Saint-Clair"
"879","France services de Saint-Genest-Malifaux - Monts du Pilat"
"880","France services Saint-Genest-Malifaux - Antenne de Bourg Argental"
"881","France services Plesse"
"882","France services La Poste de Saint-Lyphard"
"883","France services Sud Estuaire - Antenne de Paimboeuf"
"884","France services Sud Estuaire - Saint-Brevin Les Pins"
"885","France services Pays de Pont-Château - Saint-Gildas-des-Bois"
"887","France services Beaugency"
"888","France services Bellegarde"
"889","France services Malesherbois"
"890","Bus France services Cauvaldor Services"
"891","France services Cauvaldor - Gramat"
"892","France services Cazals-Salviac"
"893","France services La Poste de Bagnac-sur-Célé"
"894","France services Latronquière"
"895","France services de Puy-l'Évêque"
"896","France services La Poste de Puymirol"
"897","France services La Poste de Castelmoron-sur-Lot"
"898","France services La Poste d'Agen - Léon Blum"
"899","France services Villefort"
"900","France services Bleymard"
"901","France services La Poste de Grandrieu"
"902","France services Hautes Terres de l'Aubrac"
"903","France services Massegros Causses Gorges"
"904","France services Florac Trois Rivières"
"905","France services Meyrueis"
"906","France services Candéen"
"907","France services Ombrée d'Anjou"
"908","France services Durtal"
"909","France services Durtal - Antenne de Seiches sur le Loir"
"910","France services de Bellevigne-en-Layon"
"911","France services Lys-Haut-Layon"
"912","France services Montrevault sur Evre"
"913","France services Entente-Vallée"
"914","France services Doué en Anjou"
"915","France services Brissac Loire Aubance"
"916","France services Saint-James"
"917","France services de Tessy-Bocage"
"918","France services Cormicy"
"919","France services Epernay Agglo Champagne"
"920","France services Pimms Médiation Pays de l'Orne"
"922","France services Vaucouleurs"
"923","France services Pays de Montmédy"
"924","France services multisites Aire à l'Argonne - Site de Beausite"
"925","France services multisites Aire à l'Argonne - Site de Villotte-sur-Aire"
"926","France services Blavet Bellevue Océan"
"927","France services Guer"
"928","France services de Saint-Amand-en-Puisaye"
"929","France services La Poste de Pouilly-sur-Loire"
"930","France services La Poste de Saint-Honoré-les-Bains"
"931","France services La Poste de Solre-le-Château"
"932","France services de Tinchebray-Bocage"
"933","France services de Tinchebray-Bocage - Antenne de Chanu"
"934","France services de Tinchebray-Bocage - Antenne de Domfront en Poiraie"
"935","France services Vimoutiers"
"936","France services Vimoutiers - Antenne de Merlerault"
"937","France services Collines du Perche Normand"
"938","France services Collines du Perche Normand - Antenne de Bellême"
"939","France services Briouze"
"940","France services La Poste de Gacé"
"941","France services Pimms Médiation Paris 18ème - Nord Ouest"
"942","France services multisites Pimms Médiation Paris"
"943","France services de Saint-Etienne-au-Mont - Espace Nelson Mandela"
"944","France services Pays d'Opale d’Ardres"
"945","France services Cottage des Dunes de Berck-sur-Mer"
"946","France services Rochefort Montagne"
"947","France services Agglo Pays d'Issoire Ardes"
"948","France services Agglo Pays d'Issoire Sauxillanges"
"949","France services Vallée d'Aspe - Bedous"
"950","France services La Poste d'Espelette"
"951","France services La Poste de Saint-Étienne-de-Baïgorry"
"953","France services Pimms Médiation de Bron"
"954","France services Pimms Médiation Lyon 8ème - Mermoz"
"955","France services Pimms Médiation de Villeurbanne"
"956","France services Pimms Médiation de Vaulx en Velin"
"957","France services Givors"
"958","France services Clunisois"
"959","France services Entre Charolais et Mâconnais"
"960","France services Pimms Médiation Issy-l'Eveque"
"961","France services Saint-Germain du Bois"
"962","France services Espace Rencontre du Moulin des Roches"
"963","France services Le Châtelard"
"964","France services La Poste de Saint-Pierre-d'Entremont"
"965","France services Saint-Etienne de Cuines"
"966","France services Ruffieux"
"967","France services Pays de l'Ourcq"
"968","France services Communauté de communes de Moret Seine & Loing"
"969","France services Saint-Fargeau-Ponthierry"
"970","France services La Poste de Longueville"
"971","France services La Poste de Jouy-le-Châtel"
"972","France services La Poste de Rebais"
"974","France services La Ferté-sous-Jouarre"
"977","France services de Bray-sur-Seine"
"978","France services Amiens Rollin"
"979","France services Ponthieu-Marquenterre"
"980","France services Ponthieu-Marquenterre - Antenne de Crécy-en-Ponthieu"
"981","France services Ponthieu-Marquenterre - Antenne d'Ailly le Haut Clocher"
"982","France services La Poste de Roye"
"983","France services Avre Luce Noye"
"984","France services Lavaur"
"985","France services Carmausin-Ségala"
"986","France services l'Escale de la 4C"
"987","France services Causse"
"988","France services Puylaurens"
"989","France services Bourg de Visa"
"990","France services Caylus"
"991","France services Saint-Antonin Noble Val"
"992","France services Quercy Caussadais"
"993","France services La Poste de Montpezat-de-Quercy"
"994","France services La Poste de Bonneuil-sur-Marne"
"995","France services Plateau Briard"
"996","France services La Poste de Champigny - République"
"997","France services La Poste de Chennevières - Rabelais"
"998","France services Pays de Saint-Gilles Croix de Vie"
"999","France services La Poste des Trois Moutiers"
"1000","France services La Poste de Bulgnéville"
"1001","France services de Vittel"
"1003","France services La Poste de Noyers"
"1004","France services Saint-Sauveur-en-Puisaye"
"1006","France services Agglomération de la région de Château-Thierry - Antenne Fère-en-Tardenois"
"1007","France services Agglomération de la région de Château-Thierry - Antenne Neuilly-Saint-Front"
"1008","France services Agglomération de la région de Château-Thierry - Antenne Condé-en-Brie"
"1009","France services Tours Sud - Antenne EVS Rochepinard"
"1010","France services Tours Sud - Antenne Rives du Cher"
"1018","Bus France services Pimms Médiation Sevran"
"1029","Bus France services Territoire du Douaisis"
"1038","France services Marseille 3ème - Saint-Mauront"
"1056","France services Saint-Vit"
"1057","France services Volvestre - Antenne Montesquieu-Volvestre"
"1058","France services Volvestre - Antenne Saint-Sulpice-sur-Lèze"
"1059","France services de La Haye"
"1060","France services Périers"
"1062","France services de Gex"
"1064","France services La Poste de Chalamont"
"1065","France services La Poste d'Izernore"
"1070","France services Dombes Châtillon"
"1074","France services La Poste de Vendeuvre-sur-Barse"
"1077","France services Marigny-le-Châtel"
"1078","France services La Poste de Tuchan"
"1080","France services La Poste de Belvèze-du-Razès"
"1081","France services La Poste de Chalabre"
"1082","France services La Poste de Couiza"
"1084","France services La Poste de Durban-Corbières"
"1086","France services Campagnac - Lot et Serre"
"1088","France services Espace Panatois"
"1089","France services multisites de Larzac-Vallées - Site de La Cavalerie"
"1090","France services Marseille 2ème - Bougainville"
"1091","France services Marseille 16ème - La Castellane"
"1092","France services La Poste d'Aureille"
"1093","France services Marseille 14ème - Massalia"
"1097","France services de Merville Franceville"
"1098","France services de Bretteville sur Laize"
"1099","France services Caumont-sur-Aure"
"1100","France services La Poste de Creully sur Seulles"
"1101","France services Moyaux"
"1102","France services Tilly sur Seulles"
"1103","France services Point Info 14 de Saint-Pierre en Auge"
"1104","France services de Villers Bocage"
"1105","France services Cambremer"
"1107","France services de Les Monts d’Aunay"
"1109","France services d'Orbec"
"1111","France services Souleuvre en Bocage"
"1113","France services Morteaux Couliboeuf"
"1114","France services du Pays Gentiane"
"1116","France services La Poste de Champs-sur-Tarentaine"
"1117","France services de Saint-Mamet-la-Salvetat"
"1119","France services de Massiac"
"1120","France services La Poste de Vic-sur-Cère"
"1121","France services de La Rochefoucauld"
"1122","France services Basseau"
"1123","France services de Confolens"
"1124","France services Val de Charente"
"1125","France services La Poste de Villefagnan"
"1126","France services La Poste de Dignac"
"1127","France services La Poste de Marthon"
"1128","France services La Poste de Saint-Claud"
"1131","France services de Chalais"
"1135","France services La Poste de Burie"
"1136","France services La Poste de Saint-Aigulin"
"1137","France services de la Poste d'Aulnay de Saintonge"
"1140","France services La Poste de Tonnay-Boutonne"
"1143","France services La Poste de Gracay"
"1144","France services La Poste de Saint-Satur"
"1145","France services Sancergues"
"1146","France services Lignières en Berry"
"1147","France services Saulzais le Potier"
"1148","France services Châteaumeillant"
"1149","France services La Guerche sur l’Aubois"
"1150","France services Neuvic"
"1151","France services La Poste de Marcillac-la-Croisille"
"1153","France services La Poste de Mansac"
"1154","France services Sainte Féréole"
"1167","France services Vénarey-les-Laumes"
"1168","France services La Poste de Seurre"
"1169","France services Pouilly-en-Auxois"
"1170","France services Bligny-sur-Ouche"
"1174","France services Pays Châtillonnais"
"1175","France services Nuits Saint-Georges"
"1176","France services de Jugon Les Lacs"
"1177","France services Paimpol"
"1181","France services La Poste de Merdrignac"
"1184","France services Cavan"
"1189","France services La Poste de Mérinchal"
"1190","France services La Poste de Genouillac"
"1191","France services La Poste de La Courtine"
"1192","France services Bonnat"
"1193","France services Bourganeuf"
"1194","France services La Poste de Saint-Sébastien"
"1196","France services La Poste de Monpazier"
"1197","France services La Poste de Saint-Pardoux-la-Rivière"
"1198","France services de la communauté de communes Domme-Villefranche-du-Périgord"
"1205","France services La Poste de Saint-Hippolyte"
"1206","France services de l’Isle sur le Doubs"
"1207","France services Quingey"
"1208","France services Clerval"
"1211","France services La Poste de Taulignan"
"1212","France services de Sahune - Vallée de l'Eygues"
"1213","France services La Poste d'Hostun Eymeux"
"1214","France services La Poste de Bourdeaux"
"1215","France services de Séderon"
"1216","France services de la Gervanne et de la Sye"
"1218","France services de Brionne"
"1220","France services La Poste de Fleury-sur-Andelle"
"1226","France services de Mesnil-en-Ouche"
"1228","France services Brou"
"1229","France services d'Anet"
"1231","France services Janville-en-Beauce - Sainville"
"1232","France services La Poste de Bonneval"
"1233","France services d'Illiers-Combray"
"1234","France services Les Villages Vovéens - Orgères-en-Beauce"
"1236","France services Thiron-Gardais"
"1237","France services Lesneven Côte des Légendes"
"1238","France services de Lesneven - Côte des Légendes – Antenne de l’Action sociale"
"1239","France services Poher communauté"
"1240","France services Audierne Cap Sizun Pointe du Raz"
"1241","France services du Pays de Landivisiau"
"1243","France services Haut Pays Bigouden"
"1244","France services Haute Cornouaille"
"1245","France services Haut Leon Communauté"
"1247","France services de Saint-Thegonnec Loc-Eguiner"
"1251","France services de Santa-Maria-Siché"
"1252","France services La Poste de Sotta"
"1253","France services La Poste de Petreto-Bicchisano"
"1255","France services La Poste de Murato"
"1256","France services La Poste de Galéria"
"1257","France services La Poste de Vallon-en-Sully"
"1259","France services Vergèze"
"1260","France services l'Oustal - Saint-Jean-du-Gard"
"1261","France services La Poste de Barjac"
"1264","France services de Lasalle"
"1265","France services Saint-Hippolyte du Fort"
"1269","France services de Riscle"
"1270","France services La Poste d'Aignan"
"1271","France services La Poste d'Auch - Garros"
"1272","France services La Poste de Cazaubon"
"1274","France services Ambarès-et-Lagrave"
"1278","France services La Poste de Barsac"
"1279","France services La Poste de Grignols"
"1280","France services La Poste de Préchac"
"1281","France services de Créon - La Cabane à Projets"
"1282","France services Pellegrue"
"1283","France services La Poste de Castelnau-de-Médoc"
"1284","France services Pimms Médiation de Bordeaux"
"1286","France services La Poste de Claret"
"1289","France services La Poste de Saint-Gervais-sur-Mare"
"1290","France services multisites Sud-Hérault - Site de Puisserguier"
"1291","France services multisites Sud-Hérault - Site de Quarante"
"1292","France services multisites Sud-Hérault - Site de Saint Chinian"
"1293","France services multisites Sud-Hérault - Site de Cessenon sur Orb"
"1294","France services Olonzac"
"1295","France services Roujan"
"1296","France services Olargues"
"1297","France services Frontignan"
"1298","France services multisites Sud-Hérault - Site de Cazedarnes"
"1299","France services multisites Sud-Hérault - Site de Cébazan"
"1300","France services multisites Sud-Hérault - Site de Creissan"
"1301","France services multisites Sud-Hérault - Site de Cruzy"
"1304","France services La Poste de Saint-Gaultier"
"1305","France services La Poste de Bélâbre"
"1306","France services La Poste d'Écueillé"
"1307","France services La Poste de Neuvy-Saint-Sépulchre"
"1308","France services La Poste de Reuilly"
"1309","France services La Poste de Sainte-Sévère-sur-Indre"
"1310","France services La Poste de Tournon-Saint-Martin"
"1311","France services La Poste d'Éguzon-Chantôme"
"1312","France services Montbazon"
"1313","France services La Poste de Montrésor"
"1314","France services La Poste de Neuillé-Pont-Pierre"
"1315","France services Avoine"
"1316","France services Cheillé"
"1317","France services du Bouchardais"
"1319","France services La Côte Saint André"
"1320","France services de Pont-en-Royans"
"1321","France services La Poste de Roybon"
"1322","France services Plateau des petites roches"
"1324","France services Les Echelles - Les Deux Guiers"
"1325","France services Orgelet"
"1326","France services La Poste de Bletterans"
"1329","France services Arcade Morez"
"1330","France services La Poste de Valensole"
"1333","France services La Poste de Moustiers-Sainte-Marie"
"1335","France services Seyne les Alpes"
"1336","France services de La Motte-du-Caire"
"1337","France services Annot"
"1342","France services La Poste de Saint-Julien-en-Born"
"1344","France services Saint-Aignan"
"1345","France services Lamotte Beuvron"
"1346","France services La Poste d'Herbault"
"1347","France services La Poste de Mennetou-sur-Cher"
"1348","France services La Poste d'Ouzouer-le-Marché"
"1349","France services La Poste de Morée"
"1350","France services La Poste de Droué"
"1351","France services Bracieux"
"1352","France services Neung-sur-Beuvron"
"1354","France services La Poste de Saint-Just-en-Chevalet"
"1355","France services Charlieu - Pouilly-sous-Charlieu"
"1358","France services Saint-Germain Laval"
"1359","France services Paulhaguet"
"1360","France services La Poste de Fay-sur-Lignon"
"1364","France services La Poste de Neuville-aux-Bois"
"1365","France services La Poste de Courtenay"
"1368","France services La Poste de Bonny-sur-Loire"
"1369","France services La Poste de Château-Renard"
"1370","France services La Poste de La Ferté-Saint-Aubin"
"1371","France services La Poste de Luzech"
"1372","France services La Poste de Limogne-en-Quercy"
"1373","France services de Castelnau-Montratier"
"1374","France services de Lalbenque"
"1375","France services Montcuq-en-Quercy-Blanc"
"1376","France services d’Assier"
"1377","France services La Poste de Castillonnès"
"1381","France services La Poste d'Ingrandes-Le Fresne sur Loire"
"1382","France services de Baugé-en-Anjou"
"1383","France services de Noyant-Villages"
"1387","France services du Champsaur-Valgaudemar"
"1388","France services Le Dévoluy"
"1391","France services La Poste de Bréhal"
"1393","France services La Poste de Montmartin-sur-Mer"
"1394","France services La Poste de Saint-Sauveur-Villages"
"1396","France services La Poste de Bazancourt"
"1397","France services La Poste de Tours-sur-Marne"
"1398","France services La Poste d'Anglure"
"1399","France services La Poste d'Esternay"
"1400","France services Courtisols"
"1402","France services Rolampont"
"1405","France services Lassay Les Châteaux"
"1407","France services La Poste d'Audun-le-Roman"
"1408","France services La Poste d'Auboué"
"1410","France services La Poste de Bayon"
"1411","France services La Poste de Villers-la-Montagne"
"1412","France services La Poste de Nomeny"
"1413","France services Ancemont"
"1414","France services Fresnes-en-Woëvre"
"1415","France services La Poste de Dun-sur-Meuse"
"1416","France services La Poste de Vigneulles-lès-Hattonchâtel"
"1417","France services La Poste de Damvillers"
"1421","France services La Poste de Cléguérec"
"1422","France services EREF Riantec-Gâvres-Locmiquélic-Port-Louis"
"1423","France services Arc Sud Bretagne"
"1425","France services La Trinité-Porhoët et Bus France Services ICI PLO.Com"
"1427","France services Belle-Ile-en-Mer"
"1428","France services Josselin"
"1429","France services Ancy-Dornot"
"1431","France services La Poste de Delme"
"1433","France services La Poste de Lorquin"
"1434","France services La Poste de Dabo"
"1436","France services d’Albestroff"
"1438","France services multisites intercommunale de Magny-Cours"
"1441","France services intercommunale de Prémery"
"1443","France services La Poste de Mortagne-du-Nord"
"1449","France services La Poste de Cassel"
"1453","France services Pimms Médiation de Nice - Ariane"
"1454","France services Les Hauts de Vallauris"
"1456","France services Maison du département de Saint-Sauveur sur Tinée"
"1457","France services L’Escarène"
"1458","France services Nice Pasteur"
"1459","France services itinérante de Villars-sur-Var"
"1463","France services La Poste du Mêsur Sarhe"
"1466","France services La Poste de Putanges-le-Lac"
"1467","France services Longny au Perche"
"1468","France services Moulins-la-Marche"
"1470","France services de Juvigny Val d'Andaine"
"1471","France services Mortagne-au-Perche"
"1482","France services d’Hucqueliers"
"1489","France services La Poste de Randan"
"1490","France services La Poste de Manzat"
"1492","France services La Gauthière"
"1493","France services La Poste de Lembeye"
"1495","France services Mazeres-Lezons"
"1496","France services Béarn des Gaves"
"1498","France services La Poste de Thèze"
"1500","France services Tardets-Sorholus"
"1501","France services de Nay"
"1502","France services Serres-Castet - Centre Alexis Peyret"
"1503","France services La Poste de Vernet-les-Bains"
"1504","France services La Poste de Saillagouse"
"1505","France services d’Estagel"
"1506","France services La Poste de Saint-Paul-de-Fenouillet"
"1508","France services La Poste des Angles"
"1510","France services Prades-Olette"
"1523","France services La Poste du Cheylard"
"1524","France services La Poste de Jaujac"
"1525","France services Vallon Pont d'Arc"
"1526","France services de Saint Félicien"
"1527","France services multisite Vallées d'Antraigues Vals les Bains - Site de Vallées d'Antraigues"
"1528","France services La Poste de Serrières"
"1529","France services La Poste des Ollières-sur-Eyrieux"
"1530","France services La Poste de Coucouron"
"1531","France services La Poste de Largentière"
"1532","France services Grospierres"
"1533","France services Lachamp Raphaël"
"1534","France services Alboussière"
"1535","France services Saint-Etienne de Lugdarès"
"1536","France services Valgorge"
"1537","France services Les Vans"
"1538","France services La Voulte sur Rhône"
"1539","France services Joyeuse"
"1542","France services La Poste de Scey-sur-Saône-et-Saint-Albin"
"1546","France services de Marnay"
"1547","France services Hauts du Val de Saône"
"1548","France services Faverney - Terres de Saône"
"1549","France services Gray"
"1550","France services de Mervans"
"1551","France services Epinac"
"1554","France services de Cormatin"
"1555","France services Saint-Sernin"
"1556","France services Saint-Etienne-en-Bresse"
"1557","France services Pôle de proximité Etang sur Arroux"
"1558","France services Sainte Croix en Bresse"
"1559","France services de Saillenard"
"1560","France services d’Ecuisses"
"1561","France services de Salornay"
"1562","France services Villeneuve en Perseigne"
"1564","France services La Poste de Noyen-sur-Sarthe"
"1565","France services La Poste de La Chartre-sur-le-Loir"
"1566","France services La Poste de Marolles-les-Braults"
"1568","France services Centre social des Quartiers Sud du Mans"
"1569","France services Versants d'Aime"
"1570","France services Modane"
"1571","France services Saint Genix les Villages"
"1572","France services La Poste de Bozel"
"1573","France services La Poste de Novalaise"
"1574","France services Courchevel"
"1579","France services Val-d'Arc"
"1581","France services Flumet"
"1582","France services La Léchère"
"1583","France services Association d'Animation du Beaufortain"
"1585","France services Val d'Isère"
"1586","France services La Poste de Frangy"
"1587","France services La Poste d'Abondance"
"1588","France services La Poste de Valmont"
"1589","France services La Poste d'Étretat"
"1593","France services La Poste de Buchy"
"1594","France services La Poste de Jumièges"
"1595","France services La Poste de Sahurs"
"1596","France services Espace Multi Services Fontaine-le-Dun"
"1598","France services Marne et Gondoire"
"1601","France services Avon"
"1602","France services La Poste de Juilly"
"1604","France services Deux Morin"
"1608","France services La Poste de Brioux-sur-Boutonne"
"1615","France services La Poste de Roisel"
"1618","France services La Poste d'Oisemont"
"1623","France services de Dourgne"
"1624","France services de Brassac"
"1626","France services La Poste de La Ville-Dieu-du-Temple"
"1627","France services La Poste de Villebrumier"
"1631","France services La Poste de Saint-Julien-le-Montagnier"
"1632","France services La Poste de La Garde-Freinet"
"1633","France services La Poste de Montmeyan"
"1634","France services La Poste du Thoronet"
"1635","France services Solliès-Pont"
"1636","France services Comps sur Artuby"
"1637","France services La Poste de Callas"
"1638","France services Rians"
"1639","France services Barjols"
"1641","France services La Poste de Mérindol"
"1643","France services La Poste de Cucuron"
"1648","France services de Mirecourt"
"1649","France services de Raon l'Etape"
"1650","France services Le Thillot"
"1651","France services de Lamarche"
"1652","France services de Senones"
"1654","France services de Thaon-les-Vosges"
"1655","France services Le Val d'Ajol"
"1656","France services de Saint-Dié-des-Vosges"
"1657","France services Le Thillot - Antenne Saulxures sur Moselotte"
"1658","France services de Charmes"
"1659","France services de Darney"
"1660","France services de Girancourt"
"1661","France services Monthureux-sur-Saône"
"1662","France services de Provenchères et Colroy"
"1663","France services La Poste de Villeneuve-l'Archevêque"
"1667","France services Tonnerre"
"1668","France services du Sivom du Nord Senonais"
"1669","France services Champignelles"
"1670","France services Châtel-Censoir"
"1671","France services Vermenton"
"1672","France services de Quarré-les-Tombes"
"1673","France services La Poste de Massat"
"1676","France services La Poste de Daumazan-sur-Arize"
"1677","France services Boissy sous Saint-Yon"
"1678","France services Colombes - Louis Aragon"
"1679","France services La Poste de Pierrefitte"
"1680","France services La Poste de Saint-Ouen"
"1682","France services de Nesles-la-Vallée"
"1684","France services de Sandy Ground"
"1685","France services de Quartier d’Orléans"
"1686","France services La Poste de La Désirade"
"1687","France services La Poste de Terre-de-Haut"
"1688","France services La Poste de Terre-de-Bas"
"1689","France services Oisans - Antenne d'Allemond"
"1697","France services itinérante Hérault Méditerranée - Cap d'Agde"
"1698","France services itinérante Hérault Méditerranée - Florensac"
"1699","France services itinérante Hérault Méditerranée - Nézignan-l'évêque"
"1700","France services itinérante Hérault Méditerranée - Montagnac"
"1701","France services itinérante Hérault Méditerranée - Pézenas"
"1702","France services itinérante Hérault Méditerranée - Pinet"
"1703","France services itinérante Hérault Méditerranée - Portiragnes"
"1704","France services itinérante Hérault Méditerranée - Saint-thibéry"
"1705","France services itinérante Hérault Méditerranée - Vias"
"1706","France services Pays de Pont-Château - Antenne de Saint-Gildas-des-Bois"
"1709","France services Tréguier - Antenne de Penvenan"
"1710","France services Tréguier - Antenne de Pleudaniel"
"1713","France services Vireux Molhain"
"1716","France services de Lusignan"
"1717","France services de Mirande"
"1718","France services Relais Familles d'Azerailles"
"1719","France services Dun sur Auron"
"1723","France services Haut-Bugey Plateau d’Hauteville"
"1724","France services de Sainte-Marie - Beauséjour"
"1725","France services Luz-Saint-Sauveur"
"1726","Bus France services Saint-Quentin"
"1727","France services Villeneuve-sur-Aisne"
"1728","France services Liesse-Notre-Dame"
"1729","France services Vervins"
"1730","Bus France services Nice mobile"
"1731","France services Menton"
"1732","France services Chaource"
"1733","France services Saint-Santin"
"1734","France services Rivière-sur-Tarn"
"1735","France services Marseille 15ème - La Savine/Kallisté/La Solidarité"
"1736","France services d'Istres"
"1737","France services Caen Chemin Vert"
"1738","France services Caen Gueriniere"
"1739","France services Jarnac"
"1740","France services Coeur de Saintonge"
"1741","France services Rochefort"
"1742","France services Matha"
"1743","France services La Poste de Mehun-sur-Yèvre"
"1744","France services Perpezac-le-Noir"
"1745","Bus France services du Kreiz Breizh"
"1746","France services Binic-Etables sur Mer"
"1747","France services Château L’Evêque"
"1748","France services Sorges-et-Ligueux en Périgord"
"1749","France services La Force"
"1750","France services Val de Morteau"
"1751","France services Russey"
"1752","France services CCAS de Val-de-Reuil"
"1753","France services Espace information médiation – SNA"
"1754","France services Plouarzel"
"1755","France services La Poste du Mirail"
"1756","France services Cazères - CC Coeur de Garonne"
"1757","France services Isle en Dodon"
"1758","France services Boulogne sur Gesse"
"1759","France services La Poste du Teich"
"1760","France services Gutenberg-Grabels"
"1761","France services APIJE - Etang de Thau"
"1762","France Services association Maison René Cassin Accès Droit et Médiation"
"1763","France services Bretagne Porte de Loire Communauté"
"1764","France services itinérante Pimms Médiation Rennes"
"1765","France services Vallons de Haute Bretagne Communauté - Guichen"
"1766","France services Vallons de Haute Bretagne Communauté - Val d'Anast"
"1767","France services Pays de Châteaugiron Communauté"
"1768","France services du Blanc"
"1769","France services de Buzançais"
"1770","France services Centre social Olympe de Gouges"
"1771","France services Jura Sud"
"1772","France services Pays des Lacs"
"1773","France services MSA - Parentis-en-Born"
"1774","France services Montrichard"
"1775","France services Boën-sur-Lignon"
"1776","France services Nort sur Erdre"
"1777","France services Ancenis-Saint-Géréon"
"1778","France services Pays de Colombey"
"1779","France services Clermont en Argonne"
"1780","France services Spincourt"
"1781","France services Boulay"
"1782","France services Arleux"
"1783","France services de Bailleul"
"1784","France services Douai Frais Marais"
"1785","Bus France services du Cambrésis"
"1786","France services Aulnoy-lez-Valenciennes"
"1787","France services Landrecies"
"1788","France services Fresnes sur Escaut"
"1789","France services Aniche"
"1790","France services Songeons"
"1791","France services La Poste de Formerie"
"1792","France services Argentan"
"1793","France services Itinérante du Bocage Ornais"
"1794","France services du Sud-Artois"
"1795","France services d’Audruicq"
"1797","France services Herment"
"1798","France services Pau - Complexe de la République"
"1799","France services Lourdes"
"1800","France services Thuir"
"1801","France services Céret"
"1802","Bus France services Lavoisier Brustlein"
"1803","France services Munster"
"1804","France services Soultz"
"1806","France services Neuf-Brisach"
"1807","France services Maison du Rhône de Chaponost"
"1808","France services Maison du Rhône de Beaujeu"
"1809","France services Saint-Léger-sur-Dheune"
"1810","France services Saint-Désert"
"1811","France services Le Creusot"
"1812","France services Cuisery - Terres de Bresse"
"1813","France services Bulle de Vie"
"1814","France services Centre d'animation sociale Jean-Claude Laude"
"1815","France services Communauté de communes Orée de Bercé bélinois"

,

,
Marigné-Laillé (Mairie) : 1er lundi du mois 14h-17h  
,

,

,
Saint Biez en Belin (Mairie) : 2ème lundi du mois : 9h-12h  
,

,

,
Saint Ouen en Belin (Mairie) : 3ème lundi du mois 9h-12h  
,

,

,
Téloché (Mairie) :1er lundi du mois : 9h-12h","Site principal"
"1816","France services Ville de Rouen"
"1817","France services du Territoire Saint-Romain de Colbosc"
"1818","France services Yvetot - Normandie"
"1819","France services du Territoire Criquetot l'Esneval"
"1820","Bus France services Espace numérique 27"
"1821","France services Arobase la Maison du Numérique"
"1822","France services Centre social et culturel Les Airelles de Roissy-en-Brie"
"1823","France services de la sous-préfecture de Provins"
"1824","France services de la sous-préfecture de Meaux"
"1825","France services Coulommiers"
"1826","France services PADA@ de Sartrouville"
"1827","France services de Lezay"
"1828","France services de La Mothe-Saint-Héray"
"1829","France services de Chef-Boutonne"
"1830","France services La Poste de L'Absie"
"1831","France services Péronne"
"1832","France services La Poste d'Aussillon"
"1833","France services Saint-Pierre-de-Trivisy"
"1834","Bus France services Massif des Maures"
"1835","France services Salernes"
"1836","Bus France services Aygues Ouvèze en Provence"
"1837","France services Chauvigny"
"1838","France services de Saint-Martin-la-Pallu"
"1839","Bus France services Pimms Médiation Ambazac"
"1840","France services Saint-Léonard-de-Noblat - Maison Simone Veil"
"1841","France services CCAS de Migennes"
"1842","France services La Poste de Corbeil-Essonnes - Les Tarterêts"
"1843","France services La Poste de Marolles-en-Hurepoix"
"1844","France services Chaville"
"1845","France services La Poste de Villeneuve-Saint-Georges"
"1846","Bus France services CIAS de la Communauté de communes Carnelle Pays-de-France"
"1847","Bus France services Association Creative - Garges-lès-Gonesse"
"1848","France services Les Abymes - Espace René Elie"
"1850","France services La Poste de Saint-Philippe"
"1851","France services du Tampon - 23éme"
"1852","France services Communauté de communes de Petite-Terre"
"1853","France services Andernos"
"1854","France services Laboratoire social d’Autun"
"1855","France services Pimms Médiation La Clayette"
"1856","France services Association du Numérique Bollène"
"1857","France services Crécy-la-Chapelle"
"1858","France services Fumay"
"1859","France services Givet"
"1860","Bus France Services Réolais en Sud Gironde - APEFEM"
"1861","France services Le Pontet"
"1862","France services Leognan"
"1863","France services de la Montagne Noire"
"1864","France services de Montfermeil"
"1865","France services Mortain-Bocage"
"1867","France services de Petit-Canal - Centre social La Source"
"1868","France services Saint-André de Cubzac"
"1869","France services Saint-Sulpice La Pointe"
"1870","France services de Stains - APCIS"
"1871","France services La Poste de Trois-Rivières"
"1872","France services Point Info 14 de Valdallière"
