"id_fs","lib_fs"
"1873","France services La Poste de Val-de-Sos"
"1874","France services Pimms Médiation itinérante Brest"
"1875","Bus France services Concarneau Cornouailles Agglomération"
"1876","France services de la Côtière"
"1877","France services Guise"
"1878","France services La Poste de Pont-d'Ain"
"1879","France services Saint-Simon"
"1880","France services Centre social La Passerelle - Carros"
"1881","France services itinérante de la Maison du département"
"1882","France services Meysse"
"1883","France services Lusigny-sur-Barse"
"1884","France services de Luc-la-Primaube"
"1885","Bus France services d'accès aux droits FAIL 13"
"1886","France services Marseille 10ème - Centre social de la Capelette"
"1887","France services Pôle de proximité La Ruche - Salon-de-Provence"
"1888","France services Port de Bouc"
"1889","France services Point Info 14 de Trouville"
"1890","France services L’Isle d’Espagnac"
"1891","France services La Poste de La Couronne"
"1892","Bus France services Vierzon Sologne Berry"
"1893","France services Plélo"
"1894","France services Plouaret"
"1895","France services Plouha"
"1896","France services de la communauté de communes Bastides Dordogne Périgord"
"1897","France services de la communauté de communes Portes Sud Périgord"
"1898","France services Rougemont"
"1899","France services Marchaux-Chaudefontaine"
"1900","France services Mouthe"
"1901","France services Pont-de-l’Arche"
"1902","France services Gisors"
"1903","France services Tremblay-les-Villages"
"1904","France services Châteauneuf-en-Thymerais"
"1905","France services Pimms Médiation itinérante Sud de Morlaix"
"1906","France services Le Vigan"
"1907","France services Baziege"
"1908","France services Samatan"
"1909","France services Jegun"
"1910","France services La Fabrique citoyenne – Floirac"
"1911","Bus France services Grand Saint-Émilionnais"
"1912","France services Mauguio"
"1913","France services Cournonterral"
"1914","France services Castelnau-le-Lez"
"1915","France services Châteaubourg"
"1916","France services La Riche - Equinoxe"
"1917","Bus France services Pimms Médiation Grenoble - QPV"
"1918","France services Veillevigne"
"1919","France services Châtillon Coligny"
"1920","France services Meung-sur-Loire"
"1921","France services Chaises - Saint-Jean de la ruelle"
"1922","France services Val de Sully"
"1923","France services Sainte-Livrade-Sur-Lot"
"1924","France services Haut-Agenais-Périgord"
"1925","France services La Canourgue"
"1926","France services Le Lion d’Angers"
"1927","France services Mauges-sur-Loire"
"1928","France services Marigny-le-Lozon"
"1929","France services Metzervisse"
"1930","Bus France services La Charité-sur-Loire"
"1931","France services La Poste de Dornes"
"1932","France services de Gouzeaucourt"
"1933","France services Interfaces Lille Faubourg de Béthune"
"1934","Bus France services Senlis"
"1935","France services La Vallée Dorée"
"1936","France services La Poste de Lachapelle-aux-Pots"
"1937","France services Sainte Gauburge Sainte Colombe"
"1938","France services itinérante de Gouffern en Auge"
"1939","Bus France services Pimms Médiation Lens"
"1940","France services Pimms Médiation Arras"
"1941","France services La Poste de Saint-Dier-d'Auvergne"
"1942","France services Arthez de Béarn"
"1943","France services Wittenheim"
"1944","France services Sierentz"
"1945","France services Faucogney et la Mer"
"1946","France services Saulnot"
"1947","France services Melisey"
"1948","France services Pimms Médiation Marcigny"
"1949","France services de Charolles"
"1950","France services Rumilly"
"1951","France Services Communauté de communes des Villes Sœurs – Eu"
"1952","France services Campagne de Caux"
"1953","Bus France services Le Havre - AHAM"
"1954","Bus France services Espace numérique Fodeno - Le Havre"
"1955","Bus France services Espace numérique - Dieppe - Blanby-sur-Bresle"
"1956","Bus France services Clips Formation - Lillebonne"
"1957","France services Châtelet-en-Brie"
"1958","France services Rozay-en-Brie"
"1960","Bus France services Pimms Médiation Nemours"
"1961","France services Pimms Médiation Yvelines - Saint-Cyr-l'Ecole"
"1962","France services La Poste d'Échiré"
"1963","France services de Celles-sur-Belle"
"1964","France services de Vabre"
"1965","France services de Castelsarrasin"
"1966","France services itinérante départementale 82"
"1967","France services itinérante Moissac-Confluences"
"1968","France services Draguignan"
"1969","France services Bandol"
"1970","France services Le Beausset"
"1971","France services Caderousse"
"1972","France services Morières les Avignon"
"1973","France services Pertuis"
"1974","France services Pays de Remiremont"
"1975","Bus France services de l'Yonne"
"1976","France services La Poste d'Épinay-sous-Sénart"
"1977","France services La Poste de Vigneux-sur-Seine"
"1978","France services Viry Châtillon"
"1979","France services Bourg-la-Reine"
"1980","France services Drancy - quartier Avenir"
"1981","France services Point d'accès au droit de Bondy"
"1982","France services de Gagny - Centre socioculturel Jacques Prévert"
"1983","France services Centre Social et Culturel Anne Frank"
"1984","France services de Boissy-Saint-Léger - Centre social Michel Catonné"
"1985","France services Saint-Maurice"
"1986","France services CCAS Domont"
"1987","France services Saint-Pierre"
"1988","France services Sainte-Suzanne - Village Desprez"
"1989","France services Les Abymes - Lacroix"
"1990","France services La Poste de Fort-de-France - Floréal"
"1991","France services Plateforme des services publics"
"1992","France services Montsinéry-Tonnegrande"
"1993","France services Bonifacio"
"1994","France services Rémire-Montjoly"
"1995","France services Vouziers"
"1996","France services Liart"
"1997","France services La Poste de Maubert-Fontaine"
"1998","France services La Fère"
"1999","Bus France services département de la Moselle"
"2000","France services La Possession - Dos d'Âne"
"2001","France services Alata"
"2002","France services de Miélan"
"2004","France services multisites de la Vallée Française - Site de Saint-Etienne Vallée Française"
"2005","France services multisites de la Vallée Française - Site de Saint-Germain-de-Calberte"
"2006","France services multisites de la Vallée Française - Site de Sainte-Croix Vallée Française"
"2009","France services Rouillacais"
"2010","Bus France services Bocage bourbonnais"
"2011","France services de Saint-Germain-des-Fossés"
"2013","France services La Poste d'Oraison"
"2014","France services de La Saulce"
"2015","France services Maison des Alpes Maritimes de Grasse"
"2016","France services MSA Marne-Ardennes-Meuse"
"2017","France services de Varilhes"
"2018","France services Mairie de Vezins de Lévézou"
"2019","France services multisites de Vitrolles"
"2020","France services Point Info 14 de Le Molay-Littry"
"2021","France services Neuvéglise-sur-Truyère"
"2022","France services La Poste de Champagne-Mouton"
"2023","Bus France services du Ruffecois"
"2024","France services Saujon"
"2025","France services Surgeres"
"2027","France services Sainte-Fortunade"
"2028","France services de Seilhac"
"2029","France services Peyrelevade"
"2030","France services Meymac"
"2031","France services de Callac"
"2032","France services Caulnes"
"2033","France services d'Évran"
"2034","France services de Pléneuf-Val-André"
"2035","Bus France services de Plouasne"
"2036","Bus France services Lanvollon-LAC"
"2037","France services de Rostrenen"
"2038","France services de Vergt"
"2039","France services Bergerac"
"2040","France services Levier"
"2041","Bus France services Pimms Médiation Portes de Provence"
"2042","France services de Mesnils-sur-Iton"
"2043","France services de Louviers – Centre social la Chaloupe"
"2044","France services de Conches-en-Ouche"
"2045","France services La Poste de Courville-sur-Eure"
"2046","France services itinérante Presqu'île de Crozon-Aulne Maritime"
"2047","France services Toulouse-Pradettes"
"2048","France services de Portet sur Garonne"
"2049","France services de l’Isle Jourdain"
"2050","France services Ganges"
"2051","France services Béziers - Centre Ville"
"2052","France services La Grande Motte"
"2053","France services itinérante du Clermontais"
"2054","France services de Couesnon Marches de Bretagne"
"2055","France services ESPACE 2eco"
"2056","France services du Châtillonnais en Berry"
"2057","Bus France services Pimms Médiation Grenoble - ZR"
"2058","France services Heyrieux"
"2059","France services Saint-Claude"
"2060","France services du Finage"
"2061","Bus France services du Grand Dax"
"2062","France services de Guéméné-Penfao"
"2063","France services de Vallet"
"2064","France services itinérante Val de Garonne Agglomération"
"2065","France services des Marmandais"
"2066","France services de Penne d'Agenais Agora"
"2067","France services d'Allonnes"
"2068","France services Epernay- Quartier Bernon"
"2069","France services de Froncles"
"2070","France services Mayenne"
"2071","France services de Landivy"
"2072","France services du Pays de Château Gontier – secteur Est"
"2073","France services de Saint-Nicolas de Port - Espace DEFIS"
"2074","France services de Lunéville"
"2075","France services de Baud Communauté"
"2076","France services La Poste de Fameck"
"2077","France services de Vigy"
"2078","France services multisites Orne Moselle"
"2079","Bus France services des Flandres"
"2080","France services de La Capelle les Boulogne"
"2081","France services Pays de Volvic"
"2082","France services Brassac-les-Mines"
"2083","France services Gan"
"2084","France services Amikuze"
"2085","France services de Torreilles"
"2086","France services Canet en Roussillon"
"2087","France services Le Soler"
"2088","France services Hanau-La Petite Pierre"
"2089","France services de Brumath"
"2090","France services Pimms Médiation Cours"
"2091","France services Maison du Rhône de Genas"
"2092","France services CC Sud Est Pays Manceau"

,

,
Lundi 9h00-12h00 : Parigné-l’Évêque / 13h30-17h00 : Changé  
,

,

,
Mardi 9h00-12h00 : Brette-les-Pins / 13h30-17h00 : Parigné-l’Évêque  
,

,

,
Mercredi 9h00-12h00 : Changé,

,

,
Jeudi 9h00-12h00 : Saint-Mars-d’Outillé / 13h30-17h00 : Parigné-l’Évêque  
,

,

,
Vendredi 9h00-12h00 : Changé / 13h30-17h00 : Parigné-l’Évêque","Site principal"
"2093","France services du Centre Social Lares"
"2094","France services Bourg-Saint-Maurice"
"2095","France services des Vallées de Thônes"
"2096","France services Glières-Val-de-Borne"
"2097","France services de la sous-préfecture de Thonon-les-Bains"
"2098","France services de Bressuire"
"2099","France services La Poste de Gamaches"
"2100","France services Vaison Ventoux"
"2101","France services de l’Ile de Noirmoutier"
"2102","France services de Poitiers - La Blaiserie"
"2103","France services de Poitiers - 3 Cités"
"2104","France services de Gençay"
"2105","France services Saint-Genest-sur-Roselle"
"2106","France services Châtenois"
"2107","France services de Sens Hôtel-de-Ville"
"2108","France services d’Égriselles-le-Bocage"
"2109","France services Maison de l’Essonne de Bretigny-sur-Orge"
"2110","France services de Levallois-Perret"
"2111","France services d'Ermont - Maison communale des solidarités Jacques Berthod"
"2112","France services Pôle Prévention Insertion Médiation Engagement citoyen"
"2113","France services du Lamentin - bourg"
"2114","France services des Trois Ilets"
"2115","France services La Poste de Kamalaguli"
"2116","France services Sada"
"2117","France services La Poste de Nogent-sur-Seine"
"2118","France services de Miramas"
"2119","France services de Marignane"
"2120","France services La Tremblade"
"2121","France services La Poste de Dunkerque - Petite Synthe"
"2122","France services La Poste de Saultain"
"2123","France services La Poste de La Chapelle-d'Armentières"
"2124","France services La Poste de Maubeuge"
"2125","France services Abscon"
"2126","France services multisites du Vexin-Thelle"
"2127","France services Les portes de l’Ile-de-France"
"2128","France services de La-Celle-Saint-Cloud"
"2129","Bus France services Pimms Médiation - Noisy Le Grand"
"2130","France services de Dugny - Mairie annexe Pont-Yblon"
"2131","France services de Valenton - Relais Social Point Justice"
"2132","Bus France services Justibus"
"2133","France services de Cayenne"
"2134","Bus France services Les Pictons"
"2135","Bus France services Solibus"
"2136","France services Communauté de communes Bléré Val de Cher - Antenne Centre Socio-Culturel de Bléré"
"2137","France services Livron - Antenne de Loriol"
"2138","France services des Marmandais - Antenne de Marmande"
"2139","France services Les Echelles - Les Deux Guiers - Antenne d'Entre-deux-Guiers"
"2140","France services d’Épinac - Antenne de Couches"
"2141","France services de Royan"
"2142","France services de la Castagniccia-Casinca"
"2143","France services CIJ de Laon"
"2144","France services d’Oulchy-le-Château"
"2145","France services de Villers-Cotterêts"
"2146","France services Montluçon"
"2147","France services Marianne"
"2148","France services Brienne-le-Château"
"2149","France services Seine et Aube"
"2150","France services d'Alzonne"
"2151","France services de Peyriac Minervois"
"2152","France services de Sallèles d'Aude"
"2153","France services de Villemoustaussou"
"2154","France services d’Allauch - Plan de Cuques"
"2155","France services d’Aubagne"
"2156","France services La Poste de Maussane-les-Alpilles"
"2157","France services d'Hérouville Saint-Clair"
"2158","France services de Chasseneuil-sur-Bonnieure"
"2159","France services Effervescentre"
"2160","France services Mireuil de la Rochelle"
"2161","France services île d’Oléron"
"2162","France services La Poste de Saint-Florent-sur-Cher"
"2163","France services de Ruffey les Beaune"
"2164","France services de Saint-Jean de Losne"
"2165","France services de Ploumagoar-Pabu-Plouisy"
"2166","Bus France services Communauté de communes Marche et Combraille en Aquitaine"
"2167","France services du Bugue"
"2168","France services Ribérac"
"2169","France services du Pays de Saint Aulaye"
"2170","France services de la sous-préfecture de Sarlat-la-Canéda"
"2171","France services Bouclans"
"2172","France services d’Hérimoncourt"
"2173","France services Ornans"
"2174","France services Saône"
"2175","France services Bourg-Achard"
"2176","France services Grand Bourgtheroulde"
"2177","France services de Thuit de l'Oison"
"2178","Bus France services Pimms Médiation Seine-Eure"
"2179","France services de Bû"
"2180","France services itinérante CC Pays d’Uzes"
"2181","France services de Castelnau d'Estrétefonds"
"2182","France services La Poste de Bègles - Terres Neuves"
"2183","France services Cadillac"
"2184","France services Lège-Cap Ferret"
"2185","France services Latitude Nord Gironde"
"2186","France services La Poste Salles"
"2187","France services Talence"
"2188","France services Targon"
"2189","France services Boisseron"
"2190","France services Mèze"
"2191","France services Saint-Pons de Thomières"
"2192","France services de Châtillon en Vendelais"
"2193","France services de Romillé"
"2194","France services de la Châtre"
"2195","France services Tours Sanitas"
"2196","France services Lavans-lès-Saint-Claude"
"2197","France services de Moissey"
"2198","France services de la Communauté de communes des Landes d'Armagnac"
"2199","France services itinérante Auzon Communauté"
"2200","Bus France services Brioude Sud Auvergne"
"2201","France services Dunières"
"2202","France services Le Monastier sur Gazeille"
"2203","France services multisites des Pays de Cayres Pradelles"
"2204","France services Siaugues Sainte Marie"
"2205","France services de Villeneuve en Retz"
"2206","France services Le Pellerin"
"2207","France services de Pornic"
"2208","France services de Saint-Céré"
"2209","France services du Confluent"
"2210","France services La Poste de Tonneins"
"2211","France services de Saint-Alban sur Limagnole"
"2212","France services de Coutances"
"2213","France services de Saint-Clair-sur-l’Elle"
"2214","France services du bassin de Pompey"
"2215","France services Allaire"
"2216","France services Pontivy"
"2217","France services de Questembert communauté"
"2218","France services de Behren-lès-Forbach"
"2219","France services de Freyming-Merlebach"
"2220","France services de Rémilly"
"2221","France services de Verny"
"2222","France services de Bergues"
"2223","France services Iwuy"
"2224","France services Mairie de Loos"
"2225","France services La Poste de Merville"
"2226","France services Mairie de Roubaix Quartier des 3 Ponts"
"2227","France services Mairie de Seclin"
"2228","France services Wallers Arenberg"
"2229","France services de Noyon"
"2230","France services d’Aire sur la Lys"
"2231","France services d’Arras – Marie-Thérèse Lenoir"
"2232","France services de Fauquembergues"
"2233","France services de Laventie"
"2234","France services Maison des citoyens de Cournon d’Auvergne"
"2235","France services de Cunlhat"
"2236","France services Plaine Limagne"
"2237","France services Biarritz"
"2238","France services Morlàas"
"2240","France services de Baixas"
"2241","France services La Poste de Perpignan - Saint Assiscle"
"2242","France services de Saint-Laurent de la Salanque"
"2243","France services de Sainte-Marie-aux-Mines"
"2244","France services Maison du Rhône de Anse"
"2245","France services Régie de Quartier R.I.B. (Réussir l'Insertion à Bron)"
"2246","France services du Rhône de Saint-Symphorien d'Ozon"
"2247","France services de Bourbon Lancy"
"2248","France services de Buxy"
"2249","France services Les Blanchettes - Mâcon"
"2250","France services de Paray-le-Monial"
"2251","France services de Saint-Gengoux-le-National"
"2252","France services Le Cube"
"2253","France services Le Breil sur Merize"
"2254","Bus France services Centre Social Rural de Lucé"
"2255","France services CC Pays Sabolien"
"2256","France services de Savigné l'Evêque"
"2257","France services Mairie Mobile de Paris"
"2258","France services La Poste de Paris 20ème - Saint-Blaise"
"2259","France services La Poste de Paris 18ème - Porte d'Aubervilliers"
"2260","France services de Londinières"
"2261","France services de Le Trait"
"2262","France services de la Maison des Droits de l'Homme"
"2263","France services Mantes-la-Ville"
"2264","France services de Boves"
"2265","France services La Poste de Lisle-sur-Tarn"
"2266","France services Val 81"
"2267","France services Toulon Sainte Musse"
"2268","France services Luberon Monts de Vaucluse"
"2269","France services Beauvoir-sur-Mer"
"2270","France services de Civray"
"2271","France services Dangé-Saint-Romain"
"2272","France services Lencloître"
"2273","France services multisites de la Communauté du Haut Poitou"
"2274","France services Pleumartin"
"2275","France services Boisseuil"
"2276","France services d’Ancy-le-Franc"
"2277","France services de Paron"
"2278","France services de Chilly-Mazarin"
"2279","France services de Corbeil-Essonnes - Maison de l'Essonne"
"2280","France services de Longjumeau - Maison de la fraternité"
"2281","France services de Sainte-Geneviève-des-Bois"
"2282","France services d'Asnières-sur-Seine"
"2283","Bus France services de Noisy-le-Sec"
"2284","France services Mairie de proximité d'Alfortville"
"2285","France services La Poste d'Orly - les Saules"
"2286","France services de Marines"
"2287","France services de Case-Pilote"
"2288","France services de Fort-de-France - Terres Sainville"
"2289","France services de Saint-Joseph"
"2290","France services La Poste de Bandraboua - Dzoumogne"
"2291","Bus France services du Sud"
"2292","France services de Koungou"
"2293","France services La Poste de Mamoudzou - Kaweni"
"2294","France services d'Ouangani"
"2295","France services La Poste d'Estrées-Saint-Denis"
"2296","France services de Vence"
"2297","France services de Saverdun"
"2298","France services l'Alta Rocca"
"2299","France services Propriano - Sartene"
"2300","France services La Poste de Bastia - Place d'Armes"
"2301","France services d'Oletta"
"2302","France services du Ternois 1"
"2303","France services Campagnes de l’Artois"
"2304","France services Fontenay-le-Comte"
"2305","France services La Poste de La Duchère"
"2306","Bus France services Zot Kamyon Nimerik"
"2307","France services de Saint-Blancard"
"2308","France services Tours Sud - Fontaines"
"2309","France services des Coevrons"
"2311","France services de Saint-Denis - Le Brûlé"
"2312","France services Charleville-Mézières - Ronde Couture"
"2313","France services La Poste de Rocroi"
"2314","France services de Boulazac Isle Manoire"
"2315","France services de Liffré"
"2316","France services de Chagny"
"2317","France services Fier et Usses"
"2318","Bus France services Thonon Agglomération"
"2319","France services de la sous-préfecture de Fontainebleau"
"2320","France services de Villetaneuse"
"2321","France services La Poste de Saint-Genis-Pouilly"
"2322","France services La Poste d'Oyonnax"
"2323","France services La Poste de Saint-Étienne-du-Bois"
"2324","France services Val de Saône Centre"
"2325","France services Bugey Sud"
"2326","France services d'Attignat-Polliat"
"2327","France services de Bohain-en-Vermandois"
"2328","France services de Beaurieux"
"2329","France services de Varennes-sur-Allier"
"2330","France services de la sous-préfecture de Montluçon"
"2331","France services Moulins communauté"
"2332","France services Sospel"
"2333","France services Albenassien"
"2334","France services Asfeld"
"2335","France services Château Porcien"
"2336","France services Juniville"
"2337","France services Centre social Le Lac"
"2338","France services Charleville-Mézières - Manchester"
"2339","France services La Poste de Lavelanet"
"2340","France services de Pamiers"
"2341","France services de la Communauté de communes du Barséquanais en Champagne"
"2342","France services de Lézignan-Corbières"
"2343","France services de Gruissan"
"2344","France services de Couffoulens"
"2345","France services de Castelnaudary"
"2346","France services de Quillan"
"2347","France services de Bizanet"
"2348","France services de Berre l'Etang"
"2349","France services de Honfleur"
"2350","France services May sur Orne"
"2351","France services Mondeville"
"2352","France services d'Allanche"
"2353","France services CSCS CAJ Grand Font"
"2354","France services de Vars"
"2355","France services Courçon"
"2356","France services La Poste de La Jarrie"
"2357","France services Allassac"
"2358","France services de Saint-Seine l’Abbaye"
"2359","France services de la Plaine Dijonnaise"
"2360","France services de Sombernon"
"2361","France services de Chenôve"
"2362","France services de Nolay"
"2363","France services de la sous-prefecture de Montbard et itinerance MSA"
"2364","France services de Vitteaux"
"2365","France services Guerlédan"
"2366","France services de Plancoët"
"2367","France services de Bourbriac"
"2368","France services Plestin Les Grèves"
"2369","France services La Poste de Royère-de-Vassivière"
"2370","France services Mouleydier"
"2371","France services Terrasson"
"2372","Bus France services de la CC Terrassonnais Haut Perigord Noir"
"2373","France services Brantôme en Périgord"
"2374","France services Villefranche de Lonchat"
"2375","France services de Saint-Vallier"
"2376","France services de Bourg-de-Péage"
"2377","France services de Saint-Paul-Trois-Châteaux"
"2378","Bus France services Eurre"
"2379","France services de Pacy-sur-Eure"
"2380","France services de Brezolles"
"2381","France services de Saint-Georges-sur-Eure"
"2382","France services Quimperlé"
"2383","France services Pimms Médiation Quimper - Pays Bigouden Sud"
"2384","France services itinérante Ulamir Trégor"
"2385","France services CCAS Aimargues"
"2386","France services La Poste de Bagnères-de-Luchon"
"2387","France services Plaisance du Touch"
"2388","France services de Montesquiou"
"2389","France services de Nogaro"
"2390","France services de Marciac"
"2391","France services Lunel"
"2392","France services itinérante MSA nord-est"
"2393","France services Centre Social Georges Brassens"
"2394","Bus France services La Rur@linette"
"2395","France services La Poste d'Ardentes"
"2396","France services de Monnaie"
"2397","France services de Vouvray"
"2399","France services La Poste de Saint-Pierre-du-Mont"
"2400","France services Chalosse Tursan"
"2401","France services Côte Landes Nature"
"2402","France services Coeur Haute Lande"
"2403","France services La Poste de Saint-Laurent-Nouan"
"2404","France services multisites de Veauche - Feurs"
"2405","France services Lieu Ressources Firminy"
"2406","France services Saint Symphorien de Lay"
"2407","France services d'Allègre"
"2408","France services de Langeac"
"2409","France services de Beauzac"
"2410","France services Saint-Just Malmont"
"2411","France services d'Orvault"
"2412","France services de Rezé"
"2413","France services Saint-Herblain"
"2414","France services de Lorris"
"2415","Bus France services Communaute des communes des Loges"
"2416","France services de Martel"
"2417","France services de Souillac"
"2418","France services de Laroque-Timbaut"
"2419","France services des Coteaux et Landes de Gascogne"
"2420","France services Val d'Erdre-Auxence"
"2421","France services des Pieux"
"2422","France services de La Hague"
"2423","Bus France services de Coutances Mer et Bocage"
"2424","France services de Vitry-le-François"
"2425","France services Montmirail"
"2426","France services de Nogent"
"2427","France services de Bourbonne"
"2428","France services La Poste de Laval - Saint Nicolas"
"2429","France services de Renazé"
"2430","France services du Longuyonnais"
"2431","France services Pimms Médiation Lorient"
"2432","France services Argoet info services"
"2433","France services d’Ottange"
"2434","France services de Woippy"
"2435","France services d’Ars-sur-Moselle"
"2436","France services de Montigny-lès-Metz"
"2437","France services de Guénange"
"2438","France services de la Vallée des Anges"
"2439","France services d’Imphy"
"2440","France services de Nevers - ESGO"
"2441","France services de Cosne-Cours-sur-Loire"
"2442","France services La Poste de Lille - Bois Blancs"
"2443","France services La Poste de Wervicq-Sud"
"2444","France services Pont à Marcq"
"2445","France services Fourmies"
"2446","France services La Poste de Compiègne - Puy du Roy"
"2447","France services La Poste de Maignelay-Montigny"
"2448","France services La Poste de Mouy"
"2449","France services Therdonne"
"2450","France services Clermont de l'Oise (Maison de la citoyenneté et des services)"
"2451","Bus France services du Valois"
"2452","France services d'Attichy - Lisières de l'Oise"
"2453","France services de Breteuil"
"2454","France services Beauvais - Malherbe"
"2455","France services Beauvais - Malice"
"2456","France services de Sées"
"2457","France services de Dainville"
"2458","France services de Beaurains"
"2459","France services La Poste de Vitry-en-Artois"
"2460","France services La Poste de Marquion"
"2461","France services Saint Pol sur Ternoise - Ternois 2"
"2462","France services Pimms Médiation de Béthune"
"2463","France services de Haisnes"
"2464","France services Espace Carnot Le Portel"
"2465","France services La Poste de Boulogne-sur-Mer - Chemin Vert"
"2466","France services de Marquise"
"2467","France services d’Eperlecques"
"2468","France services d’Houdain"
"2469","France services L’Essaimeur"
"2470","France services de Thiers"
"2471","France services Dôme Sancy Artense"
"2472","France services Centre social municipal Nord de Clermont"
"2473","France services Le relais Sancy de Besse et Saint Anastaise"
"2474","France services de Bardos"
"2475","France services d’Aureilhan"
"2476","France services de Bordères-sur-l'Échez"
"2477","France services de Juillan"
"2478","France services de Lannemezan"
"2479","France services Saint-Laurent-de-Neste"
"2480","France services de Port Vendres"
"2481","France services de Villelongue de la Salanque"
"2482","France services Pyrénées-Catalanes"
"2483","France services de Villeneuve de la Raho"
"2484","France services Perpignan - Centre"
"2485","France services Perpignan - Nord"
"2486","France services d'Erstein"
"2487","France services de Saâles"
"2488","France services de Wissembourg"
"2489","France services Colmar-Europe"
"2490","France services de Belleville-en-Beaujolais"
"2491","France services Maison du Rhône du Val d'Oingt"
"2492","France services de Saulx"
"2493","France services de Pesmes"
"2494","France services de Vesoul"
"2495","France services de Rancy"
"2496","France services de Tournus"
"2497","France services de Montceau les Mines"
"2498","France services de Saint-Martin en Bresse"
"2499","France services La Poste de Bonnétable"
"2500","France services La Poste de Saint-Calais"
"2501","France services Saint Pierre d'Albigny"
"2502","France services d'Ugine"
"2503","France services Saint Julien-en-Genevois"
"2504","France services Saint-Jeoire – 4 Rivières"
"2505","France services itinérante Pays d'Evian Vallée d'Abondance"
"2506","France services de Montivilliers"
"2507","France services de Combs-la-Ville"
"2508","France services La Poste de Torcy"
"2509","France services multisites Pimms Médiation Melun"
"2510","France services Mézières-sur-seine"
"2511","France services Morainvilliers"
"2512","France services Pimms Médiation de Plaisir"
"2513","France services La Poste de Frontenay-Rohan-Rohan"
"2514","France services de Cerizay"
"2515","France services de Moncoutant-sur-Sèvre"
"2516","France services de Secondigny"
"2517","France services de Thénezay"
"2518","France services La Poste de Mers-les-Bains"
"2519","Bus France services CC Somme Sud-Ouest"
"2520","France services de Sémalens"
"2521","France services Sarrians"
"2522","Bus France services Avignon - Avenir 84"
"2523","France services Centre social l'Aiguier"
"2524","France services Pays de Saint-Jean-de-Monts"
"2525","France services de Montmorillon"
"2526","France services Valence-en-Poitou"
"2527","France services La Poste de Vivonne"
"2528","France services de Jaunay-Marigny"
"2529","France services Lussac-les-Eglises"
"2530","France services Châteauneuf-la-Fôret - Maison Jane Limousin"
"2531","France services Saint-Just-le-Martel - Maison des Martellois"
"2532","France services Limoges - Nord Beaubreuil"
"2534","France services La Poste de Montholon"
"2535","France services d’Avallon"
"2536","France services de Joigny"
"2537","France services d’Appoigny"
"2538","France services d’Augy"
"2539","France services Guillon Terre Plaine"
"2540","France services Giromagny"
"2541","France services de Sceaux"
"2542","France services La Poste de Sarcelles - Lochères"
"2543","France services de Taverny - Espace Marianne"
"2544","France services d'Argenteuil - Maison de quartier Val d'Argent Nord"
"2545","France services d'Argenteuil - Maison de quartier Orgemont - Guy Moquet"
"2546","France services d'Argenteuil - Maison de quartier Val d'Argent Sud"
"2547","France services de Saint-François"
"2548","France services Capesterre Belle Eau"
"2549","France services Les Abymes - Grand Camp"
"2550","France services Vieux Habitants (Cyber Base de Gery)"
"2551","France services Petit Bourg"
"2552","France services Les Abymes - MJC"
"2553","France services de Saint-Benoît - Maison de Quartier de Chemin de Ceinture"
"2554","France services de La Possession - La Nouvelle - Mafate"
"2555","France services La Poste de Penta-di-Casinca - Folelli"
"2556","France services de Pietralba"
"2557","France services de Trois Bassins"
"2558","France services La Poste d'Égreville"
"2559","France services Cuisery - Terres de Bresse - Antenne d'Ouroux-sur-Saône"
"2560","France services Mulhouse - Coteaux - Antenne-permanence M2A"
"2561","France services Chaource - Antenne d'Ervy-le-Châtel"
"2562","France services de Freyming-Merlebach - Antenne de Hombourg-Haut"
"2563","France services de la Communauté de communes des Landes d'Armagnac - Antenne de Roquefort"
"2564","France services Châtel-Censoir - Antenne de Arcy-sur-Cure"
"2566","France services Ebreuil - Antenne itinérante"
"2569","France Services Espace Numérique Social et Solidaire - Antenne-Saint-Julien-Chapteuil"
"2570","France services Lavoisier Brustlein"
"2571","France services de Bourg-en-Bresse"
"2572","France services Bresse"
"2573","France services Côtière et Plateau"
"2574","France services de Tallard"
"2575","Bus France services de Val'Eyrieux"
"2576","France services d'Amagne"
"2577","Bus France services Forêts Lacs Terres en Champagne"
"2578","France services de La Chapelle-Saint-Luc"
"2579","France services de Rodez"
"2580","France services de Laguiole"
"2581","France services de Mur de Barrez"
"2582","France services de Terres-de-Haute-Charente"
"2583","France services itinérante Pays fort Sancerrois Val de Loire"
"2584","France services Bort-les-Orgues"
"2585","France services Espagnac"
"2586","France services Noailles"
"2587","France services de Porto-Vecchio"
"2588","France services de Vescovato"
"2589","France services de L'Ile-Rousse"
"2590","France services de Montenois"
"2591","France services de Fesches-le-Châtel"
"2592","France services Saint Donat sur l'Herbasse"
"2593","France services Tain l'Hermitage"
"2594","France services de Verneuil-d’Avre-et-d’Iton"
"2595","France services de Bernay"
"2596","France services itinérante du Vigan"
"2597","France services Bellegarde"
"2598","France services Piemont Cevenol"
"2599","Bus France services de la Médullienne"
"2600","France services de Saint-Malo"
"2601","France services de Louvigné-du-Désert"
"2602","France services La Poste de Châteauroux - Saint-Jean"
"2603","France services de Levroux"
"2604","France services de Villedieu-sur-Indre"
"2605","France services CISPEO Saint-Pierre-Des-Corps"
"2606","Bus France services du Pays Morcenais"
"2607","France services des Luys"
"2608","France services de Romorantin"
"2609","France services de Vineuil"
"2610","France services de Tence"
"2611","Bus France services de l’accès aux droits"
